Market Place,Crop Variety,Producer Min,Producer Max,Wholesale Min,Wholesale Max,Retail Min,Retail Max,Volume,Collection Date
Debre Markos Huseta Gebeya,White Teff (Quintal),4600,4650,0,0,4650,4700,Sufficient,9/4/2021
Dejen Gebeya,White Teff (Quintal),4200,4340,4400,4500,4450,4500,Over,9/4/2021
Shindie Gebeya,White Teff (Quintal),0,0,0,0,4500,4600,Sufficient,9/4/2021
Wereyilu Segno Gebeya ,White Teff (Quintal),4500,4550,0,0,4600,4650,Sufficient,9/6/2021
Bati Segno Gebeya,White Teff (Quintal),0,0,4800,4900,4860,4930,Under,9/6/2021
Chagini,White Teff (Quintal),4000,4100,4100,4200,4200,4300,Over,9/6/2021
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,4200,4400,4300,4600,Sufficient,9/6/2021
Enjbara,White Teff (Quintal),0,0,0,0,4600,4800,Under,9/7/2021
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,4500,4600,Under,9/7/2021
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,4700,4700,4750,4750,Under,9/7/2021
Merawi Gebeya,White Teff (Quintal),4300,4400,0,0,4400,4500,Sufficient,9/8/2021
Desse Robit Gebaya,White Teff (Quintal),0,0,4700,4800,4850,4900,Sufficient,9/8/2021
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,4500,4600,4700,4800,Sufficient,9/8/2021
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,4620,4680,4700,4800,Sufficient,9/8/2021
Dembecha Gebeya,White Teff (Quintal),4380,4400,4450,4500,4550,4600,Sufficient,9/8/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,4600,4800,4700,5200,Sufficient,9/9/2021
Wereta Arada Gebeya ,White Teff (Quintal),0,0,3950,4250,4000,4300,Under,9/9/2021
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,4600,4650,4700,4800,Under,9/9/2021
Dangla ,White Teff (Quintal),4400,4450,4500,4600,4500,4800,Sufficient,9/9/2021
tenta Gebeya,White Teff (Quintal),4830,4900,0,0,0,0,Sufficient,9/9/2021
Debresina Gebeya,White Teff (Quintal),4500,4680,0,0,0,0,Sufficient,9/9/2021
Mekane Selam gebeya,White Teff (Quintal),4350,4500,4620,4675,4725,4725,Sufficient,9/11/2021
Wereyilu Segno Gebeya ,White Teff (Quintal),4570,4600,0,0,4650,4700,Sufficient,9/13/2021
Bati Segno Gebeya,White Teff (Quintal),0,0,4800,4900,4860,4930,Under,9/13/2021
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,4350,4400,4500,4600,Sufficient,9/13/2021
Chagini,White Teff (Quintal),3900,3950,3900,4000,4000,4200,Under,9/13/2021
Estie Mekane Yesus Gebeya ,White Teff (Quintal),4300,4350,0,0,4400,4500,Sufficient,9/13/2021
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,4600,4600,4700,4700,Under,9/14/2021
Dembecha Gebeya,White Teff (Quintal),4300,4350,4400,4450,4500,4550,Sufficient,9/15/2021
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,4620,4680,4700,4800,Sufficient,9/15/2021
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,4600,4700,4700,4800,Sufficient,9/15/2021
Desse Robit Gebaya,White Teff (Quintal),0,0,4700,4800,4850,4900,Sufficient,9/15/2021
Merawi Gebeya,White Teff (Quintal),4300,4400,0,0,4400,4500,Sufficient,9/15/2021
Dangla ,White Teff (Quintal),0,0,4500,4600,4500,4800,Sufficient,9/16/2021
Debresina Gebeya,White Teff (Quintal),4590,4680,0,0,0,0,Sufficient,9/16/2021
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,4600,4650,4700,4800,Under,9/16/2021
Wereta Arada Gebeya ,White Teff (Quintal),0,0,3950,4250,4000,4300,Under,9/16/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,4500,4700,4700,5000,Sufficient,9/16/2021
tenta Gebeya,White Teff (Quintal),4900,4970,0,0,0,0,Sufficient,9/16/2021
Dabat Gebeya,White Teff (Quintal),4600,4650,4650,4683,4650,4700,Under,9/17/2021
Kola Diba,White Teff (Quintal),3900,4000,0,0,4100,4200,Sufficient,9/18/2021
Kokit  Metema Gebeya,White Teff (Quintal),3800,3850,0,0,3900,3900,Sufficient,9/18/2021
Mehal Meda,White Teff (Quintal),0,0,0,0,4680,4752,Sufficient,9/18/2021
Wegeda Gebeya,White Teff (Quintal),4100,4200,0,0,4200,4300,Under,9/18/2021
Alem Ketema Kedame Gebeya,White Teff (Quintal),4200,4300,0,0,0,0,Sufficient,9/18/2021
Adet Gebeya ,White Teff (Quintal),4150,4300,0,0,4300,4500,Under,9/18/2021
Shawura Gebeya,White Teff (Quintal),3750,3800,3800,3900,3900,4000,Sufficient,9/18/2021
Shindie Gebeya,White Teff (Quintal),0,0,0,0,4400,4500,Sufficient,9/18/2021
Arerti Gebeya ,White Teff (Quintal),4400,4500,0,0,4500,4600,Over,9/18/2021
Debre Markos Huseta Gebeya,White Teff (Quintal),4550,4600,0,0,4600,4650,Sufficient,9/18/2021
Bichena Gebeya,White Teff (Quintal),4600,4650,0,0,4670,4750,Under,9/18/2021
Dejen Gebeya,White Teff (Quintal),4130,4200,4350,4500,4400,4500,Sufficient,9/18/2021
Bure Woreda,White Teff (Quintal),4400,4420,0,0,4700,4750,Over,9/18/2021
Motta Gebeya,White Teff (Quintal),3950,4050,0,0,4000,4100,Sufficient,9/18/2021
Fenot selam Gebeya,White Teff (Quintal),4400,4450,0,0,4500,4600,Sufficient,9/18/2021
Debere Elias Gebeya,White Teff (Quintal),4000,4200,0,0,4300,4350,Under,9/18/2021
Wereyilu Segno Gebeya ,White Teff (Quintal),4600,4650,0,0,4700,4750,Sufficient,9/20/2021
Chagini,White Teff (Quintal),3950,4000,4000,4100,4100,4200,Over,9/20/2021
Estie Mekane Yesus Gebeya ,White Teff (Quintal),4350,4400,0,0,4400,4450,Sufficient,9/20/2021
Bati Segno Gebeya,White Teff (Quintal),0,0,4700,4900,4760,4940,Under,9/20/2021
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,4200,4350,4400,4500,Sufficient,9/20/2021
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,4400,4450,4500,4500,Under,9/21/2021
Enjbara,White Teff (Quintal),0,0,0,0,4500,4750,Under,9/21/2021
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,4500,4600,4600,4700,Sufficient,9/22/2021
Dembecha Gebeya,White Teff (Quintal),4300,4350,4400,4450,4500,4550,Sufficient,9/22/2021
Merawi Gebeya,White Teff (Quintal),4200,4300,0,0,4300,4400,Sufficient,9/22/2021
Desse Robit Gebaya,White Teff (Quintal),0,0,4700,4800,4900,4950,Sufficient,9/22/2021
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,4600,4680,4700,4800,Sufficient,9/22/2021
Wereta Arada Gebeya ,White Teff (Quintal),0,0,3950,4250,4000,4300,Sufficient,9/23/2021
Dangla ,White Teff (Quintal),4300,4400,4400,4600,4400,4700,Sufficient,9/23/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,4500,4700,4700,5000,Sufficient,9/23/2021
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,4650,4700,4700,4800,Under,9/23/2021
tenta Gebeya,White Teff (Quintal),4830,4900,0,0,0,0,Sufficient,9/23/2021
Debresina Gebeya,White Teff (Quintal),4590,4680,0,0,0,0,Sufficient,9/23/2021
Kokit  Metema Gebeya,White Teff (Quintal),3700,3700,0,0,3800,3900,Sufficient,9/25/2021
Mekane Selam gebeya,White Teff (Quintal),4500,4500,4635,4660,4700,4725,Sufficient,9/25/2021
Mehal Meda,White Teff (Quintal),0,0,0,0,4536,4608,Sufficient,9/25/2021
Kola Diba,White Teff (Quintal),4000,4050,0,0,4100,4200,Sufficient,9/25/2021
Alem Ketema Kedame Gebeya,White Teff (Quintal),4250,4300,0,0,0,0,Sufficient,9/25/2021
Adet Gebeya ,White Teff (Quintal),4100,4200,0,0,4250,4400,Under,9/25/2021
Shawura Gebeya,White Teff (Quintal),3700,3800,0,0,3900,4000,Sufficient,9/25/2021
Motta Gebeya,White Teff (Quintal),4000,4050,0,0,4080,4200,Sufficient,9/25/2021
Shindie Gebeya,White Teff (Quintal),0,0,0,0,4450,4500,Sufficient,9/25/2021
Fenot selam Gebeya,White Teff (Quintal),4300,4400,0,0,4500,4600,Sufficient,9/25/2021
Bure Woreda,White Teff (Quintal),4350,4400,0,0,4700,4800,Over,9/25/2021
Dabat Gebeya,White Teff (Quintal),4683,4700,4700,4716,4750,4766,Under,9/25/2021
Wegeda Gebeya,White Teff (Quintal),4050,4100,0,0,4150,4200,Under,9/25/2021
Debere Elias Gebeya,White Teff (Quintal),4200,4200,0,0,4300,4400,Under,9/25/2021
Dejen Gebeya,White Teff (Quintal),4130,4200,4400,4500,4450,4500,Sufficient,9/25/2021
Debre Markos Huseta Gebeya,White Teff (Quintal),4600,4650,0,0,4650,4700,Sufficient,9/25/2021
Bichena Gebeya,White Teff (Quintal),4700,4800,0,0,4750,4845,Under,9/25/2021
Arerti Gebeya ,White Teff (Quintal),4300,4400,0,0,4400,4500,Over,9/25/2021
Wereyilu Segno Gebeya ,White Teff (Quintal),4500,4570,0,0,4600,4650,Under,9/27/2021
Bati Segno Gebeya,White Teff (Quintal),0,0,4700,4900,4760,4940,Under,9/27/2021
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,4400,4400,4500,4500,Under,9/28/2021
Enjbara,White Teff (Quintal),0,0,0,0,4500,4700,Under,9/28/2021
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,4400,4500,Sufficient,9/28/2021
Desse Robit Gebaya,White Teff (Quintal),0,0,4600,4700,4700,4800,Sufficient,9/29/2021
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,4600,4680,4700,4800,Sufficient,9/29/2021
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,4400,4600,4500,4700,Sufficient,9/29/2021
Merawi Gebeya,White Teff (Quintal),4200,4300,0,0,4300,4400,Sufficient,9/29/2021
Dembecha Gebeya,White Teff (Quintal),4250,4320,4350,4400,4450,4500,Sufficient,9/29/2021
Debark Gebeya,White Teff (Quintal),0,0,4200,4500,4300,4500,Sufficient,9/29/2021
Wereta Arada Gebeya ,White Teff (Quintal),0,0,3950,4250,4000,4300,Sufficient,9/30/2021
Dangla ,White Teff (Quintal),4300,4400,4400,4600,4400,4700,Sufficient,9/30/2021
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,4450,4500,4600,4700,Sufficient,9/30/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,4500,4750,4750,5000,Sufficient,9/30/2021
tenta Gebeya,White Teff (Quintal),4760,4830,0,0,0,0,Sufficient,9/30/2021
Debresina Gebeya,White Teff (Quintal),4590,4680,0,0,0,0,Sufficient,9/30/2021
Kokit  Metema Gebeya,White Teff (Quintal),3600,3600,0,0,3800,3850,Sufficient,10/2/2021
Dabat Gebeya,White Teff (Quintal),4600,4650,4700,4716,4733,4750,Under,10/2/2021
Mekane Selam gebeya,White Teff (Quintal),4350,4500,4630,4650,4710,4725,Sufficient,10/2/2021
Kola Diba,White Teff (Quintal),3900,4000,0,0,4150,4200,Sufficient,10/2/2021
Mehal Meda,White Teff (Quintal),0,0,0,0,4464,4536,Sufficient,10/2/2021
Fenot selam Gebeya,White Teff (Quintal),4200,4300,0,0,4400,4500,Sufficient,10/2/2021
Adet Gebeya ,White Teff (Quintal),4100,4200,0,0,4200,4400,Under,10/2/2021
Shawura Gebeya,White Teff (Quintal),3600,3700,0,0,3700,3800,Over,10/2/2021
Wegeda Gebeya,White Teff (Quintal),4100,4150,4150,4200,4200,4300,Under,10/2/2021
Alem Ketema Kedame Gebeya,White Teff (Quintal),4363,4363,0,0,0,0,Sufficient,10/2/2021
Shindie Gebeya,White Teff (Quintal),0,0,0,0,4400,4500,Sufficient,10/2/2021
Bichena Gebeya,White Teff (Quintal),4550,4700,0,0,4730,4800,Sufficient,10/2/2021
Arerti Gebeya ,White Teff (Quintal),4200,4400,0,0,4300,4500,Over,10/2/2021
Debere Elias Gebeya,White Teff (Quintal),4200,4200,0,0,4250,4300,Under,10/2/2021
Debre Markos Huseta Gebeya,White Teff (Quintal),4650,4700,0,0,4700,4750,Sufficient,10/2/2021
Dejen Gebeya,White Teff (Quintal),4060,4200,4350,4450,4400,4500,Sufficient,10/2/2021
Motta Gebeya,White Teff (Quintal),4000,4100,0,0,4150,4200,Sufficient,10/2/2021
Bure Woreda,White Teff (Quintal),4400,4420,0,0,4750,4800,Sufficient,10/2/2021
Wereyilu Segno Gebeya ,White Teff (Quintal),4500,4550,0,0,4600,4650,Under,10/4/2021
Bati Segno Gebeya,White Teff (Quintal),0,0,4750,4950,4780,4970,Under,10/4/2021
Chagini,White Teff (Quintal),4000,4100,4100,4200,4200,4300,Over,10/4/2021
Estie Mekane Yesus Gebeya ,White Teff (Quintal),4200,4400,0,0,4300,4500,Sufficient,10/4/2021
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,4200,4400,4300,4600,Sufficient,10/4/2021
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,4300,4300,4400,4400,Under,10/5/2021
Enjbara,White Teff (Quintal),0,0,0,0,4600,4800,Under,10/5/2021
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,4400,4500,Sufficient,10/5/2021
Desse Robit Gebaya,White Teff (Quintal),0,0,4700,4800,4900,5000,Sufficient,10/6/2021
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,4400,4500,4500,4600,Sufficient,10/6/2021
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,4650,4800,4980,5100,Sufficient,10/6/2021
Debark Gebeya,White Teff (Quintal),0,0,4200,4500,4300,4500,Sufficient,10/6/2021
Dembecha Gebeya,White Teff (Quintal),4300,4350,4400,4450,4500,4550,Sufficient,10/6/2021
Merawi Gebeya,White Teff (Quintal),4200,4300,0,0,4300,4400,Sufficient,10/6/2021
Wereta Arada Gebeya ,White Teff (Quintal),0,0,3750,4250,3800,4300,Sufficient,10/7/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,4500,4700,4700,5000,Sufficient,10/7/2021
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,4550,4650,4700,4800,Under,10/7/2021
Dangla ,White Teff (Quintal),4300,4450,4400,4600,4500,4800,Over,10/7/2021
Debresina Gebeya,White Teff (Quintal),4410,4500,0,0,0,0,Sufficient,10/7/2021
tenta Gebeya,White Teff (Quintal),4900,4970,0,0,0,0,Sufficient,10/7/2021
Kola Diba,White Teff (Quintal),3900,4000,0,0,4100,4200,Sufficient,10/9/2021
Kokit  Metema Gebeya,White Teff (Quintal),3600,3700,0,0,3800,3900,Sufficient,10/9/2021
Mekane Selam gebeya,White Teff (Quintal),4350,4500,4620,4670,4700,4725,Sufficient,10/9/2021
Mehal Meda,White Teff (Quintal),0,0,0,0,4536,4608,Sufficient,10/9/2021
Adet Gebeya ,White Teff (Quintal),4100,4300,0,0,4200,4400,Under,10/9/2021
Wegeda Gebeya,White Teff (Quintal),3900,3950,3950,4000,4000,4100,Under,10/9/2021
Shawura Gebeya,White Teff (Quintal),3500,3600,3600,3650,3700,3800,Over,10/9/2021
Shawura Gebeya,White Teff (Quintal),3500,3600,3600,3650,3700,3800,Over,10/9/2021
Dabat Gebeya,White Teff (Quintal),4633,4650,4650,4666,4683,4700,Under,10/9/2021
Shindie Gebeya,White Teff (Quintal),0,0,0,0,4400,4500,Sufficient,10/9/2021
Bure Woreda,White Teff (Quintal),4300,4350,0,0,4700,4750,Over,10/9/2021
Debre Markos Huseta Gebeya,White Teff (Quintal),4650,4700,0,0,4700,4750,Sufficient,10/9/2021
Alem Ketema Kedame Gebeya,White Teff (Quintal),4200,4210,0,0,0,0,Sufficient,10/9/2021
Fenot selam Gebeya,White Teff (Quintal),4300,4400,0,0,4500,4600,Sufficient,10/9/2021
Dejen Gebeya,White Teff (Quintal),4130,4200,4300,4500,4400,4500,Sufficient,10/9/2021
Debere Elias Gebeya,White Teff (Quintal),4000,4200,0,0,4280,4300,Under,10/9/2021
Motta Gebeya,White Teff (Quintal),3950,4050,0,0,4100,4200,Sufficient,10/9/2021
Bichena Gebeya,White Teff (Quintal),4400,4500,0,0,4475,4600,Under,10/9/2021
Arerti Gebeya ,White Teff (Quintal),4200,4400,0,0,4300,4500,Over,10/9/2021
Wereyilu Segno Gebeya ,White Teff (Quintal),4400,4450,0,0,4470,4518,Under,10/11/2021
Bati Segno Gebeya,White Teff (Quintal),0,0,4750,4950,4780,4970,Under,10/11/2021
Chagini,White Teff (Quintal),4000,4100,4100,4200,4200,4300,Over,10/11/2021
Estie Mekane Yesus Gebeya ,White Teff (Quintal),4200,4310,0,0,4350,4450,Sufficient,10/11/2021
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,4150,4400,4300,4600,Sufficient,10/11/2021
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,4500,4500,4550,4550,Under,10/12/2021
Enjbara,White Teff (Quintal),0,0,0,0,4500,4700,Under,10/12/2021
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,4400,4500,Sufficient,10/12/2021
Merawi Gebeya,White Teff (Quintal),4100,4300,0,0,4200,4400,Sufficient,10/13/2021
Dembecha Gebeya,White Teff (Quintal),4300,4350,4400,4450,4500,4550,Sufficient,10/13/2021
Dangla ,White Teff (Quintal),4300,4450,4400,4500,4600,4800,Sufficient,10/14/2021
Wereta Arada Gebeya ,White Teff (Quintal),0,0,3850,4150,3900,4200,Sufficient,10/14/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,4200,4300,4500,4700,Sufficient,10/14/2021
tenta Gebeya,White Teff (Quintal),4830,4900,0,0,0,0,Sufficient,10/14/2021
Debresina Gebeya,White Teff (Quintal),4410,4500,0,0,0,0,Sufficient,10/14/2021
Kokit  Metema Gebeya,White Teff (Quintal),3700,3700,0,0,3900,3900,Sufficient,10/16/2021
Kola Diba,White Teff (Quintal),3600,3700,0,0,3800,3900,Sufficient,10/16/2021
Mekane Selam gebeya,White Teff (Quintal),4350,4500,4600,4620,4680,4700,Sufficient,10/16/2021
Shindie Gebeya,White Teff (Quintal),0,0,0,0,4500,4600,Sufficient,10/16/2021
Mehal Meda,White Teff (Quintal),0,0,0,0,4576,4610,Sufficient,10/16/2021
Shawura Gebeya,White Teff (Quintal),3550,3600,0,0,3600,3700,Sufficient,10/16/2021
Debre Markos Huseta Gebeya,White Teff (Quintal),4600,4650,0,0,4650,4700,Sufficient,10/16/2021
Motta Gebeya,White Teff (Quintal),3800,3900,0,0,3950,4050,Sufficient,10/16/2021
Alem Ketema Kedame Gebeya,White Teff (Quintal),4100,4150,0,0,0,0,Sufficient,10/16/2021
Dabat Gebeya,White Teff (Quintal),4833,4850,4850,4866,4883,4900,Under,10/16/2021
Dejen Gebeya,White Teff (Quintal),4000,4060,4250,4300,4300,4350,Sufficient,10/16/2021
Fenot selam Gebeya,White Teff (Quintal),4200,4300,0,0,4350,4400,Sufficient,10/16/2021
Wegeda Gebeya,White Teff (Quintal),3850,3900,3900,3950,4000,4150,Under,10/16/2021
Arerti Gebeya ,White Teff (Quintal),4200,4400,0,0,4300,4500,Over,10/16/2021
Bure Woreda,White Teff (Quintal),4320,4360,0,0,4650,4700,Over,10/16/2021
Debere Elias Gebeya,White Teff (Quintal),4000,4200,0,0,4280,4300,Under,10/16/2021
Adet Gebeya ,White Teff (Quintal),4200,4300,0,0,4300,4400,Under,10/16/2021
Bichena Gebeya,White Teff (Quintal),4225,4400,0,0,4280,4500,Sufficient,10/16/2021
Wereyilu Segno Gebeya ,White Teff (Quintal),4350,4400,0,0,4460,4500,Sufficient,10/18/2021
Bati Segno Gebeya,White Teff (Quintal),0,0,4700,4900,4750,4950,Under,10/18/2021
Estie Mekane Yesus Gebeya ,White Teff (Quintal),4100,4150,0,0,4250,4300,Sufficient,10/18/2021
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,4400,4400,4500,4500,Under,10/19/2021
Enjbara,White Teff (Quintal),0,0,0,0,4500,4600,Under,10/19/2021
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,4400,4500,Under,10/19/2021
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,4200,4200,4300,4350,Sufficient,10/20/2021
Desse Robit Gebaya,White Teff (Quintal),0,0,4700,4800,4800,4900,Sufficient,10/20/2021
Dembecha Gebeya,White Teff (Quintal),4250,4300,4380,4400,4450,4550,Sufficient,10/20/2021
Merawi Gebeya,White Teff (Quintal),3900,4000,0,0,4100,4200,Sufficient,10/20/2021
Debark Gebeya,White Teff (Quintal),0,0,4000,4200,4100,4300,Sufficient,10/20/2021
Wereta Arada Gebeya ,White Teff (Quintal),0,0,3750,3950,3800,4000,Sufficient,10/21/2021
Debresina Gebeya,White Teff (Quintal),4320,4410,0,0,0,0,Sufficient,10/21/2021
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,4500,4550,4500,4600,Sufficient,10/21/2021
Dangla ,White Teff (Quintal),4300,4500,4400,4500,4500,4800,Over,10/21/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,4300,4500,4500,4750,Sufficient,10/21/2021
Kokit  Metema Gebeya,White Teff (Quintal),3600,3700,0,0,3800,3900,Sufficient,10/23/2021
Kola Diba,White Teff (Quintal),3200,3300,0,0,3400,3500,Sufficient,10/23/2021
Shindie Gebeya,White Teff (Quintal),0,0,0,0,4400,4500,Sufficient,10/23/2021
Fenot selam Gebeya,White Teff (Quintal),4200,4250,0,0,4300,4400,Sufficient,10/23/2021
Mehal Meda,White Teff (Quintal),0,0,0,0,4320,4464,Sufficient,10/23/2021
Mekane Selam gebeya,White Teff (Quintal),4500,4500,4630,4650,4700,4700,Under,10/23/2021
Shawura Gebeya,White Teff (Quintal),3500,3550,3600,3700,3700,3750,Sufficient,10/23/2021
Motta Gebeya,White Teff (Quintal),3700,3750,0,0,3800,3900,Sufficient,10/23/2021
Bichena Gebeya,White Teff (Quintal),4200,4300,0,0,4275,4400,Sufficient,10/23/2021
Adet Gebeya ,White Teff (Quintal),3800,4100,0,0,4000,4200,Under,10/23/2021
Debre Markos Huseta Gebeya,White Teff (Quintal),4600,4650,0,0,4650,4700,Sufficient,10/23/2021
Arerti Gebeya ,White Teff (Quintal),3800,4000,0,0,3900,4100,Over,10/23/2021
Dabat Gebeya,White Teff (Quintal),4666,4766,4700,4800,4750,4850,Under,10/23/2021
Bure Woreda,White Teff (Quintal),4400,4420,0,0,4600,4700,Over,10/23/2021
Debere Elias Gebeya,White Teff (Quintal),3800,4000,0,0,4050,4100,Under,10/23/2021
Dejen Gebeya,White Teff (Quintal),3800,4060,4000,4200,4100,4300,Sufficient,10/23/2021
Alem Ketema Kedame Gebeya,White Teff (Quintal),4000,4100,0,0,0,0,Sufficient,10/23/2021
Wegeda Gebeya,White Teff (Quintal),3800,3850,3850,3900,3900,4000,Under,10/23/2021
Wereyilu Segno Gebeya ,White Teff (Quintal),4200,4250,0,0,4277,4300,Under,10/25/2021
Bati Segno Gebeya,White Teff (Quintal),0,0,4700,4900,4750,4950,Under,10/25/2021
Estie Mekane Yesus Gebeya ,White Teff (Quintal),4050,4200,0,0,4150,4300,Sufficient,10/25/2021
Chagini,White Teff (Quintal),3800,3900,3900,4000,4000,4300,Over,10/25/2021
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3800,4100,3900,4300,Sufficient,10/25/2021
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,4300,4300,4400,4400,Under,10/26/2021
Enjbara,White Teff (Quintal),0,0,0,0,4400,4600,Under,10/26/2021
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,4400,4500,Sufficient,10/26/2021
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,4100,4300,4200,4500,Sufficient,10/27/2021
Merawi Gebeya,White Teff (Quintal),3700,3900,0,0,3800,4000,Sufficient,10/27/2021
Dembecha Gebeya,White Teff (Quintal),4200,4250,4300,4350,4400,4500,Sufficient,10/27/2021
Debark Gebeya,White Teff (Quintal),0,0,3800,4000,4000,4200,Sufficient,10/27/2021
Wereta Arada Gebeya ,White Teff (Quintal),0,0,3350,3950,3400,4000,Sufficient,10/28/2021
Debresina Gebeya,White Teff (Quintal),4410,4500,0,0,0,0,Sufficient,10/28/2021
Dangla ,White Teff (Quintal),4000,4100,4300,4400,4500,4800,Over,10/28/2021
Kemise Hamus Gebeya ,White Teff (Quintal),3600,3800,4000,4200,4300,4400,Over,10/28/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,4100,4300,4500,4700,Sufficient,10/28/2021
Kola Diba,White Teff (Quintal),3200,3250,0,0,3300,3400,Over,10/30/2021
Kokit  Metema Gebeya,White Teff (Quintal),3600,3650,0,0,3800,3850,Sufficient,10/30/2021
Mehal Meda,White Teff (Quintal),0,0,0,0,4392,4464,Sufficient,10/30/2021
Debre Markos Huseta Gebeya,White Teff (Quintal),4500,4600,0,0,4600,4650,Sufficient,10/30/2021
Shawura Gebeya,White Teff (Quintal),3300,3400,0,0,3500,3600,Over,10/30/2021
Adet Gebeya ,White Teff (Quintal),3700,3800,0,0,3900,4000,Under,10/30/2021
Dabat Gebeya,White Teff (Quintal),4666,4716,4716,4733,4733,4750,Under,10/30/2021
Bure Woreda,White Teff (Quintal),4300,4350,0,0,4600,4650,Over,10/30/2021
Bichena Gebeya,White Teff (Quintal),4030,4300,0,0,4175,4360,Sufficient,10/30/2021
Dejen Gebeya,White Teff (Quintal),3780,3920,4000,4300,4100,4350,Sufficient,10/30/2021
Alem Ketema Kedame Gebeya,White Teff (Quintal),3950,4000,0,0,0,0,Sufficient,10/30/2021
Fenot selam Gebeya,White Teff (Quintal),4100,4200,0,0,4300,4400,Sufficient,10/30/2021
Motta Gebeya,White Teff (Quintal),3500,3600,0,0,3750,3800,Sufficient,10/30/2021
Debere Elias Gebeya,White Teff (Quintal),3800,4000,0,0,4100,4150,Under,10/30/2021
Shindie Gebeya,White Teff (Quintal),0,0,0,0,4300,4400,Sufficient,10/30/2021
Arerti Gebeya ,White Teff (Quintal),3500,3800,0,0,3600,3900,Over,10/30/2021
Chagini,White Teff (Quintal),3750,3850,3850,4000,4000,4200,Over,11/1/2021
Estie Mekane Yesus Gebeya ,White Teff (Quintal),3950,4200,0,0,4180,4300,Sufficient,11/1/2021
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3800,4100,3900,4300,Sufficient,11/1/2021
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,4400,4400,4500,4500,Under,11/2/2021
Enjbara,White Teff (Quintal),0,0,0,0,4200,4500,Under,11/2/2021
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,4000,4200,Sufficient,11/2/2021
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,4100,4300,4200,4400,Sufficient,11/3/2021
Dembecha Gebeya,White Teff (Quintal),4150,4200,4250,4300,4350,4400,Sufficient,11/3/2021
Merawi Gebeya,White Teff (Quintal),3700,3900,0,0,3800,4000,Sufficient,11/3/2021
Debark Gebeya,White Teff (Quintal),0,0,3600,3900,3700,4000,Sufficient,11/3/2021
Wereta Arada Gebeya ,White Teff (Quintal),0,0,3350,3850,3400,3900,Sufficient,11/4/2021
Dangla ,White Teff (Quintal),4000,4100,4300,4400,4500,4600,Sufficient,11/4/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,4200,4350,4500,4750,Sufficient,11/4/2021
